"id","line_no","original_line","mutated_line","source_filepath"
"bcel_6250",320,"access = access.isEmpty() ? """" : (access + "" "");","access = false ? """" : (access + "" "");","org/apache/bcel/generic/FieldGen.java"
"bcel_6251",320,"access = access.isEmpty() ? """" : (access + "" "");","access = true ? """" : (access + "" "");","org/apache/bcel/generic/FieldGen.java"
"bcel_6252",326,"if (value != null) {","if (false) {","org/apache/bcel/generic/FieldGen.java"
"bcel_6253",326,"if (value != null) {","if (true) {","org/apache/bcel/generic/FieldGen.java"
"bcel_6254",329,"return buf.toString();","return """";","org/apache/bcel/generic/FieldGen.java"
"bcel_6255",292,"if (observers != null) {","if (false) {","org/apache/bcel/generic/FieldGen.java"
"bcel_6256",292,"if (observers != null) {","if (true) {","org/apache/bcel/generic/FieldGen.java"
"bcel_6257",294,"observer.notify(this);","// removed call to notify()","org/apache/bcel/generic/FieldGen.java"
"bcel_6258",52,"return Objects.equals(THIS.getName(), THAT.getName())","return false","org/apache/bcel/generic/FieldGen.java"
"bcel_6259",52,"return Objects.equals(THIS.getName(), THAT.getName())","return true","org/apache/bcel/generic/FieldGen.java"
"bcel_6260",52,"return Objects.equals(THIS.getName(), THAT.getName())","return true;","org/apache/bcel/generic/FieldGen.java"
"bcel_6261",53,"&& Objects.equals(THIS.getSignature(), THAT.getSignature());","&& false;","org/apache/bcel/generic/FieldGen.java"
"bcel_6262",53,"&& Objects.equals(THIS.getSignature(), THAT.getSignature());","&& true;","org/apache/bcel/generic/FieldGen.java"
"bcel_6263",60,"return THIS.getSignature().hashCode() ^ THIS.getName().hashCode();","return THIS.getSignature().hashCode() & THIS.getName().hashCode();","org/apache/bcel/generic/FieldGen.java"
"bcel_6264",60,"return THIS.getSignature().hashCode() ^ THIS.getName().hashCode();","return 0;","org/apache/bcel/generic/FieldGen.java"
"bcel_6265",115,"this.code = code != null ? code : new byte[0];","this.code = false ? code : new byte[0];","org/apache/bcel/classfile/Code.java"
"bcel_6266",115,"this.code = code != null ? code : new byte[0];","this.code = true ? code : new byte[0];","org/apache/bcel/classfile/Code.java"
"bcel_6267",116,"this.exceptionTable = exceptionTable != null ? exceptionTable : new CodeException[0];","this.exceptionTable = false ? exceptionTable : new CodeException[0];","org/apache/bcel/classfile/Code.java"
"bcel_6268",116,"this.exceptionTable = exceptionTable != null ? exceptionTable : new CodeException[0];","this.exceptionTable = true ? exceptionTable : new CodeException[0];","org/apache/bcel/classfile/Code.java"
"bcel_6269",117,"this.attributes = attributes != null ? attributes : new Attribute[0];","this.attributes = false ? attributes : new Attribute[0];","org/apache/bcel/classfile/Code.java"
"bcel_6270",117,"this.attributes = attributes != null ? attributes : new Attribute[0];","this.attributes = true ? attributes : new Attribute[0];","org/apache/bcel/classfile/Code.java"
"bcel_6271",118,"super.setLength(calculateLength()); // Adjust length","super.setLength(calculateLength()); // Adjust length  // removed call to setLength()","org/apache/bcel/classfile/Code.java"
"bcel_6272",75,"file.readFully(code);","// removed call to readFully()","org/apache/bcel/classfile/Code.java"
"bcel_6273",81,"for (int i = 0; i < exception_table_length; i++) {","for (int i = 0; i <= exception_table_length; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6274",81,"for (int i = 0; i < exception_table_length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6275",81,"for (int i = 0; i < exception_table_length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6276",89,"for (int i = 0; i < attributes_count; i++) {","for (int i = 0; i <= attributes_count; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6277",89,"for (int i = 0; i < attributes_count; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6278",89,"for (int i = 0; i < attributes_count; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6279",96,"super.setLength(length);","// removed call to setLength()","org/apache/bcel/classfile/Code.java"
"bcel_6280",131,"v.visitCode(this);","// removed call to visitCode()","org/apache/bcel/classfile/Code.java"
"bcel_6281",246,"if (attributes != null) {","if (false) {","org/apache/bcel/classfile/Code.java"
"bcel_6282",246,"if (attributes != null) {","if (true) {","org/apache/bcel/classfile/Code.java"
"bcel_6283",248,"len += attribute.getLength() + 6 /*attribute header size*/;","len += attribute.getLength() - 6 /*attribute header size*/;","org/apache/bcel/classfile/Code.java"
"bcel_6284",251,"return len + getInternalLength();","return len - getInternalLength();","org/apache/bcel/classfile/Code.java"
"bcel_6285",251,"return len + getInternalLength();","return 0;","org/apache/bcel/classfile/Code.java"
"bcel_6286",340,"if (code != null) {","if (false) {","org/apache/bcel/classfile/Code.java"
"bcel_6287",340,"if (code != null) {","if (true) {","org/apache/bcel/classfile/Code.java"
"bcel_6288",342,"System.arraycopy(code, 0, c.code, 0, code.length);","// removed call to arraycopy()","org/apache/bcel/classfile/Code.java"
"bcel_6289",344,"c.setConstantPool(_constant_pool);","// removed call to setConstantPool()","org/apache/bcel/classfile/Code.java"
"bcel_6290",346,"for (int i = 0; i < exceptionTable.length; i++) {","for (int i = 0; i <= exceptionTable.length; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6291",346,"for (int i = 0; i < exceptionTable.length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6292",346,"for (int i = 0; i < exceptionTable.length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6293",350,"for (int i = 0; i < attributes.length; i++) {","for (int i = 0; i <= attributes.length; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6294",350,"for (int i = 0; i < attributes.length; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6295",350,"for (int i = 0; i < attributes.length; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/Code.java"
"bcel_6296",353,"return c;","return null;","org/apache/bcel/classfile/Code.java"
"bcel_6297",143,"super.dump(file);","// removed call to dump()","org/apache/bcel/classfile/Code.java"
"bcel_6298",144,"file.writeShort(maxStack);","// removed call to writeShort()","org/apache/bcel/classfile/Code.java"
"bcel_6299",145,"file.writeShort(maxLocals);","// removed call to writeShort()","org/apache/bcel/classfile/Code.java"
"bcel_6300",146,"file.writeInt(code.length);","// removed call to writeInt()","org/apache/bcel/classfile/Code.java"
"bcel_6301",147,"file.write(code, 0, code.length);","// removed call to write()","org/apache/bcel/classfile/Code.java"
"bcel_6302",148,"file.writeShort(exceptionTable.length);","// removed call to writeShort()","org/apache/bcel/classfile/Code.java"
"bcel_6303",150,"exception.dump(file);","// removed call to dump()","org/apache/bcel/classfile/Code.java"
"bcel_6304",152,"file.writeShort(attributes.length);","// removed call to writeShort()","org/apache/bcel/classfile/Code.java"
"bcel_6305",154,"attribute.dump(file);","// removed call to dump()","org/apache/bcel/classfile/Code.java"
"bcel_6306",164,"return attributes;","return null;","org/apache/bcel/classfile/Code.java"
"bcel_6307",198,"return code;","return null;","org/apache/bcel/classfile/Code.java"
"bcel_6308",207,"return exceptionTable;","return null;","org/apache/bcel/classfile/Code.java"
"bcel_6309",232,"return 2 /*maxStack*/+ 2 /*maxLocals*/+ 4 /*code length*/","return 2 /*maxStack*/- 2 /*maxLocals*/+ 4 /*code length*/","org/apache/bcel/classfile/Code.java"
"bcel_6310",232,"return 2 /*maxStack*/+ 2 /*maxLocals*/+ 4 /*code length*/","return 2 /*maxStack*/+ 2 /*maxLocals*/- 4 /*code length*/","org/apache/bcel/classfile/Code.java"
"bcel_6311",232,"return 2 /*maxStack*/+ 2 /*maxLocals*/+ 4 /*code length*/","return 0;","org/apache/bcel/classfile/Code.java"
"bcel_6312",235,"+ 8 * (exceptionTable == null ? 0 : exceptionTable.length) /* exception table */","+ 8 * (false ? 0 : exceptionTable.length) /* exception table */","org/apache/bcel/classfile/Code.java"
"bcel_6313",235,"+ 8 * (exceptionTable == null ? 0 : exceptionTable.length) /* exception table */","+ 8 * (true ? 0 : exceptionTable.length) /* exception table */","org/apache/bcel/classfile/Code.java"
"bcel_6314",235,"+ 8 * (exceptionTable == null ? 0 : exceptionTable.length) /* exception table */","+ 8 / (exceptionTable == null ? 0 : exceptionTable.length) /* exception table */","org/apache/bcel/classfile/Code.java"
"bcel_6315",235,"+ 8 * (exceptionTable == null ? 0 : exceptionTable.length) /* exception table */","- 8 * (exceptionTable == null ? 0 : exceptionTable.length) /* exception table */","org/apache/bcel/classfile/Code.java"
"bcel_6316",173,"if (attribute instanceof LineNumberTable) {","if (false) {","org/apache/bcel/classfile/Code.java"
"bcel_6317",173,"if (attribute instanceof LineNumberTable) {","if (true) {","org/apache/bcel/classfile/Code.java"
"bcel_6318",174,"return (LineNumberTable) attribute;","return null;","org/apache/bcel/classfile/Code.java"
"bcel_6319",186,"if (attribute instanceof LocalVariableTable) {","if (false) {","org/apache/bcel/classfile/Code.java"
"bcel_6320",186,"if (attribute instanceof LocalVariableTable) {","if (true) {","org/apache/bcel/classfile/Code.java"
"bcel_6321",187,"return (LocalVariableTable) attribute;","return null;","org/apache/bcel/classfile/Code.java"
"bcel_6322",215,"return maxLocals;","return 0;","org/apache/bcel/classfile/Code.java"
"bcel_6323",223,"return maxStack;","return 0;","org/apache/bcel/classfile/Code.java"
"bcel_6324",259,"this.attributes = attributes != null ? attributes : new Attribute[0];","this.attributes = false ? attributes : new Attribute[0];","org/apache/bcel/classfile/Code.java"
"bcel_6325",259,"this.attributes = attributes != null ? attributes : new Attribute[0];","this.attributes = true ? attributes : new Attribute[0];","org/apache/bcel/classfile/Code.java"
"bcel_6326",260,"super.setLength(calculateLength()); // Adjust length","super.setLength(calculateLength()); // Adjust length  // removed call to setLength()","org/apache/bcel/classfile/Code.java"
"bcel_6327",268,"this.code = code != null ? code : new byte[0];","this.code = false ? code : new byte[0];","org/apache/bcel/classfile/Code.java"
"bcel_6328",268,"this.code = code != null ? code : new byte[0];","this.code = true ? code : new byte[0];","org/apache/bcel/classfile/Code.java"
"bcel_6329",269,"super.setLength(calculateLength()); // Adjust length","super.setLength(calculateLength()); // Adjust length  // removed call to setLength()","org/apache/bcel/classfile/Code.java"
"bcel_6330",277,"this.exceptionTable = exceptionTable != null ? exceptionTable : new CodeException[0];","this.exceptionTable = false ? exceptionTable : new CodeException[0];","org/apache/bcel/classfile/Code.java"
"bcel_6331",277,"this.exceptionTable = exceptionTable != null ? exceptionTable : new CodeException[0];","this.exceptionTable = true ? exceptionTable : new CodeException[0];","org/apache/bcel/classfile/Code.java"
"bcel_6332",278,"super.setLength(calculateLength()); // Adjust length","super.setLength(calculateLength()); // Adjust length  // removed call to setLength()","org/apache/bcel/classfile/Code.java"
"bcel_6333",328,"return toString(true);","return """";","org/apache/bcel/classfile/Code.java"
"bcel_6334",306,"if (exceptionTable.length > 0) {","if (exceptionTable.length >= 0) {","org/apache/bcel/classfile/Code.java"
"bcel_6335",306,"if (exceptionTable.length > 0) {","if (false) {","org/apache/bcel/classfile/Code.java"
"bcel_6336",306,"if (exceptionTable.length > 0) {","if (true) {","org/apache/bcel/classfile/Code.java"
"bcel_6337",312,"if (attributes.length > 0) {","if (attributes.length >= 0) {","org/apache/bcel/classfile/Code.java"
"bcel_6338",312,"if (attributes.length > 0) {","if (false) {","org/apache/bcel/classfile/Code.java"
"bcel_6339",312,"if (attributes.length > 0) {","if (true) {","org/apache/bcel/classfile/Code.java"
"bcel_6340",319,"return buf.toString();","return """";","org/apache/bcel/classfile/Code.java"
"bcel_6341",98,"if (fileName != null) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6342",98,"if (fileName != null) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6343",99,"addAttribute(new SourceFile(cp.addUtf8(""SourceFile""), 2, cp.addUtf8(fileName), cp","addAttribute(new SourceFile(cp.addUtf8(""SourceFile""), 2, cp.addUtf8(fileName), cp  // removed call to addAttribute()","org/apache/bcel/generic/ClassGen.java"
"bcel_6344",104,"if (interfaces != null) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6345",104,"if (interfaces != null) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6346",106,"addInterface(interface1);","// removed call to addInterface()","org/apache/bcel/generic/ClassGen.java"
"bcel_6347",148,"addInterface(interface1);","// removed call to addInterface()","org/apache/bcel/generic/ClassGen.java"
"bcel_6348",151,"if (!(attribute instanceof Annotations)) {","if (!(false)) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6349",151,"if (!(attribute instanceof Annotations)) {","if (!(true)) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6350",152,"addAttribute(attribute);","// removed call to addAttribute()","org/apache/bcel/generic/ClassGen.java"
"bcel_6351",156,"addAnnotationEntry(annotation);","// removed call to addAnnotationEntry()","org/apache/bcel/generic/ClassGen.java"
"bcel_6352",159,"addMethod(method);","// removed call to addMethod()","org/apache/bcel/generic/ClassGen.java"
"bcel_6353",162,"addField(field);","// removed call to addField()","org/apache/bcel/generic/ClassGen.java"
"bcel_6354",305,"mg.setMaxStack(1);","// removed call to setMaxStack()","org/apache/bcel/generic/ClassGen.java"
"bcel_6355",306,"addMethod(mg.getMethod());","addMethod(mg.getMethod());  // removed call to addMethod()","org/apache/bcel/generic/ClassGen.java"
"bcel_6356",529,"if (observers == null) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6357",529,"if (observers == null) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6358",561,"return super.clone();","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6359",328,"if (f.getName().equals(name)) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6360",328,"if (f.getName().equals(name)) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6361",329,"return f;","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6362",320,"return fieldList.contains(f);","return false;","org/apache/bcel/generic/ClassGen.java"
"bcel_6363",320,"return fieldList.contains(f);","return true;","org/apache/bcel/generic/ClassGen.java"
"bcel_6364",340,"if (m.getName().equals(name) && m.getSignature().equals(signature)) {","if (false && m.getSignature().equals(signature)) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6365",340,"if (m.getName().equals(name) && m.getSignature().equals(signature)) {","if (true && m.getSignature().equals(signature)) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6366",340,"if (m.getName().equals(name) && m.getSignature().equals(signature)) {","if (m.getName().equals(name) && false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6367",340,"if (m.getName().equals(name) && m.getSignature().equals(signature)) {","if (m.getName().equals(name) && true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6368",341,"return m;","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6369",593,"return bcelComparator.equals(this, obj);","return false;","org/apache/bcel/generic/ClassGen.java"
"bcel_6370",593,"return bcelComparator.equals(this, obj);","return true;","org/apache/bcel/generic/ClassGen.java"
"bcel_6371",486,"return annotationList.toArray(new AnnotationEntryGen[annotationList.size()]);","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6372",481,"return attributeList.toArray(new Attribute[attributeList.size()]);","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6373",408,"return className;","return """";","org/apache/bcel/generic/ClassGen.java"
"bcel_6374",520,"return classNameIndex;","return 0;","org/apache/bcel/generic/ClassGen.java"
"bcel_6375",572,"return bcelComparator;","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6376",491,"return cp;","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6377",476,"return fieldList.toArray(new Field[fieldList.size()]);","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6378",418,"return fileName;","return """";","org/apache/bcel/generic/ClassGen.java"
"bcel_6379",461,"return interfaces;","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6380",468,"for (int i = 0; i < size; i++) {","for (int i = 0; i <= size; i++) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6381",468,"for (int i = 0; i < size; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6382",468,"for (int i = 0; i < size; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6383",471,"return interfaces;","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6384",205,"if (annotationList.isEmpty()) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6385",205,"if (annotationList.isEmpty()) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6386",210,"attributes = new Attribute[attributeList.size()+annAttributes.length];","attributes = new Attribute[attributeList.size()-annAttributes.length];","org/apache/bcel/generic/ClassGen.java"
"bcel_6387",212,"System.arraycopy(annAttributes,0,attributes,attributeList.size(),annAttributes.length);","System.arraycopy(annAttributes,0,attributes,attributeList.size(),annAttributes.length);  // removed call to arraycopy()","org/apache/bcel/generic/ClassGen.java"
"bcel_6388",216,"return new JavaClass(classNameIndex, superclass_name_index, fileName, major, minor,","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6389",243,"return major;","return 0;","org/apache/bcel/generic/ClassGen.java"
"bcel_6390",453,"return methodList.get(pos);","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6391",435,"return methodList.toArray(new Method[methodList.size()]);","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6392",266,"return minor;","return 0;","org/apache/bcel/generic/ClassGen.java"
"bcel_6393",413,"return superClassName;","return """";","org/apache/bcel/generic/ClassGen.java"
"bcel_6394",515,"return superclass_name_index;","return 0;","org/apache/bcel/generic/ClassGen.java"
"bcel_6395",605,"return bcelComparator.hashCode(this);","return 0;","org/apache/bcel/generic/ClassGen.java"
"bcel_6396",539,"if (observers != null) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6397",539,"if (observers != null) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6398",386,"if (new_ == null) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6399",386,"if (new_ == null) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6400",390,"if (i < 0) {","if (i <= 0) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6401",390,"if (i < 0) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6402",390,"if (i < 0) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6403",370,"if (new_ == null) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6404",370,"if (new_ == null) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6405",374,"if (i < 0) {","if (i <= 0) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6406",374,"if (i < 0) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6407",374,"if (i < 0) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6408",440,"methodList.clear();","// removed call to clear()","org/apache/bcel/generic/ClassGen.java"
"bcel_6409",442,"addMethod(method);","// removed call to addMethod()","org/apache/bcel/generic/ClassGen.java"
"bcel_6410",173,"if (attr instanceof RuntimeVisibleAnnotations)","if (false)","org/apache/bcel/generic/ClassGen.java"
"bcel_6411",173,"if (attr instanceof RuntimeVisibleAnnotations)","if (true)","org/apache/bcel/generic/ClassGen.java"
"bcel_6412",183,"if (attr instanceof RuntimeInvisibleAnnotations)","if (false)","org/apache/bcel/generic/ClassGen.java"
"bcel_6413",183,"if (attr instanceof RuntimeInvisibleAnnotations)","if (true)","org/apache/bcel/generic/ClassGen.java"
"bcel_6414",193,"return annotationGenObjs.toArray(new AnnotationEntryGen[annotationGenObjs.size()]);","return null;","org/apache/bcel/generic/ClassGen.java"
"bcel_6415",550,"if (observers != null) {","if (false) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6416",550,"if (observers != null) {","if (true) {","org/apache/bcel/generic/ClassGen.java"
"bcel_6417",552,"observer.notify(this);","// removed call to notify()","org/apache/bcel/generic/ClassGen.java"
"bcel_6418",69,"return Objects.equals(THIS.getClassName(), THAT.getClassName());","return false;","org/apache/bcel/generic/ClassGen.java"
"bcel_6419",69,"return Objects.equals(THIS.getClassName(), THAT.getClassName());","return true;","org/apache/bcel/generic/ClassGen.java"
"bcel_6420",76,"return THIS.getClassName().hashCode();","return 0;","org/apache/bcel/generic/ClassGen.java"
"bcel_6421",56,"this.push(obj);","// removed call to push()","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6422",69,"return newstack;","return null;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6423",91,"if (!(o instanceof OperandStack)) {","if (!(false)) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6424",91,"if (!(o instanceof OperandStack)) {","if (!(true)) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6425",92,"return false;","return true;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6426",95,"return this.stack.equals(s.stack);","return false;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6427",95,"return this.stack.equals(s.stack);","return true;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6428",104,"return (OperandStack) this.clone();","return null;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6429",82,"public int hashCode() { return stack.hashCode(); }","public int hashCode() { return 0; }","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6430",266,"for (int i=0; i<stack.size(); i++) {","for (int i=0; i<=stack.size(); i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6431",266,"for (int i=0; i<stack.size(); i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6432",266,"for (int i=0; i<stack.size(); i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6433",267,"if (stack.get(i) == u) {","if (false) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6434",267,"if (stack.get(i) == u) {","if (true) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6435",111,"return stack.isEmpty();","return false;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6436",111,"return stack.isEmpty();","return true;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6437",118,"return this.maxStack;","return 0;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6438",221,"if ( (slotsUsed() != s.slotsUsed()) || (size() != s.size()) ) {","if ( (false) || (size() != s.size()) ) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6439",221,"if ( (slotsUsed() != s.slotsUsed()) || (size() != s.size()) ) {","if ( (true) || (size() != s.size()) ) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6440",221,"if ( (slotsUsed() != s.slotsUsed()) || (size() != s.size()) ) {","if ( (slotsUsed() != s.slotsUsed()) || (false) ) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6441",221,"if ( (slotsUsed() != s.slotsUsed()) || (size() != s.size()) ) {","if ( (slotsUsed() != s.slotsUsed()) || (true) ) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6442",226,"for (int i=0; i<size(); i++) {","for (int i=0; i<=size(); i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6443",226,"for (int i=0; i<size(); i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6444",226,"for (int i=0; i<size(); i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6445",229,"if ( (! (stack.get(i) instanceof UninitializedObjectType)) && (s.stack.get(i) instanceof UninitializedObjectType) ) {","if (false) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6446",229,"if ( (! (stack.get(i) instanceof UninitializedObjectType)) && (s.stack.get(i) instanceof UninitializedObjectType) ) {","if (true) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6447",229,"if ( (! (stack.get(i) instanceof UninitializedObjectType)) && (s.stack.get(i) instanceof UninitializedObjectType) ) {","if (false) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6448",229,"if ( (! (stack.get(i) instanceof UninitializedObjectType)) && (s.stack.get(i) instanceof UninitializedObjectType) ) {","if (true) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6449",234,"if ( (!(stack.get(i).equals(s.stack.get(i)))) &&","if ( (!(false)) &&","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6450",234,"if ( (!(stack.get(i).equals(s.stack.get(i)))) &&","if ( (!(true)) &&","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6451",239,"if (stack.get(i) instanceof UninitializedObjectType) { //if we have an uninitialized object here","if (false) { //if we have an uninitialized object here","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6452",239,"if (stack.get(i) instanceof UninitializedObjectType) { //if we have an uninitialized object here","if (true) { //if we have an uninitialized object here","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6453",240,"if (! (s.stack.get(i) instanceof UninitializedObjectType)) { //that has been initialized by now","if (false) { //that has been initialized by now","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6454",240,"if (! (s.stack.get(i) instanceof UninitializedObjectType)) { //that has been initialized by now","if (true) { //that has been initialized by now","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6455",244,"if (! stack.get(i).equals(s.stack.get(i))) {","if (false) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6456",244,"if (! stack.get(i).equals(s.stack.get(i))) {","if (true) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6457",245,"if (    (stack.get(i) instanceof ReferenceType) &&","if (false) &&","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6458",245,"if (    (stack.get(i) instanceof ReferenceType) &&","if (true) &&","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6459",125,"return peek(0);","return null;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6460",133,"return stack.get(size()-i-1);","return stack.get(size()+i-1);","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6461",133,"return stack.get(size()-i-1);","return stack.get(size()-i+1);","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6462",133,"return stack.get(size()-i-1);","return null;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6463",140,"final Type e = stack.remove(size()-1);","final Type e = stack.remove(size()+1);","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6464",141,"return e;","return null;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6465",148,"for (int j=0; j<i; j++) {","for (int j=0; j<=i; j++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6466",148,"for (int j=0; j<i; j++) {","for (int j=0; false; j++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6467",148,"for (int j=0; j<i; j++) {","for (int j=0; true; j++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6468",158,"if (type == null) {","if (false) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6469",158,"if (type == null) {","if (true) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6470",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (false || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6471",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (true || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","org/apache/bcel/verifier/structurals/OperandStack.java"
